filename,dut,dut_version,os_version,config,test_case_id,suite,run_date,execution_duration,failure_freq_suite,failure_freq_dut,recent_failure_flag,error_msg,cluster,root_cause_label,keywords,label
tc_conf_ptp-oc_mhg_006_20241107-085244.log,Hirschmann_telecom,1.2,Linux,Ptp-oc_telecom_js,tc_conf_ptp-oc_mhg_006,ptp-oc,2024-11-07,12,1115.0,10.0,0,This test case is only applicable for Default Profile,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mhg_002_20241012-183323.log,Hirscman_ptp-oc_default_profile,1.0,Linux,ptp_hirschman_oc_default,tc_conf_ptp-oc_mhg_002,ptp-oc,2024-10-12,51,1115.0,43.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mhg_006_20241017-173615.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-tc_mhg_006,ptp-tc,2024-10-17,37,363.0,103.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ipv4_ihg_022_20240725-082958.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,ipv4,2024-07-25,14,36.0,45.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_smg_005_20241012-181235.log,Hirscman_ptp-oc_default_profile,1.2,Linux,ptp_hirschman_oc_default,tc_conf_ptp-oc_smg_005,ptp-oc,2024-10-12,21,1115.0,43.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_002_20241107-085033.log,Hirschmann_telecom,1.2,Linux,Ptp-oc_telecom_js,tc_conf_ptp-oc_mfg_002,ptp-oc,2024-11-07,26,1115.0,10.0,0,This test case is only applicable for Default Profile,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mtg_015_20241021-125028.log,hirschman,1.1,Linux,ptp-oc_default_profile,tc_conf_ptp-oc_mtg_015,ptp-oc,2024-10-21,40,1115.0,40.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_018_20241106-154112.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_018,ptp-oc,2024-11-06,31,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_dtmf_hvg_010_20241105-155510.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-05,56,46.0,105.0,0,DTMF RTP session packets are not received on TEE.,-1,Normal,No keywords,ABORT
tc_conf_rtp_hvg_003_20240906-135431.log,Asterisk,1.5,Linux,rtp_pbx,tc_conf_rtp_hvg_003,rtp,2024-09-06,57,2.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_beg_003_20241010-174657.log,hirschman_defalut_profile,1.3,Linux,ptp_bc_hirschman,tc_conf_ptp-bc_beg_003,ptp-bc,2024-10-10,49,194.0,2.0,0,DUT does not transmit Announce message on port P1 1/5,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_013_20241206-124721.log,Kamailio,1.1,Linux,dtmf_check_ss,tc_conf_dtmf_hvg_013,dtmf,2024-12-06,30,46.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_beg_006_20241108-110547.log,hirschmann_ieee_untag,1.1,Linux,ptp_oc_ieee_untag_1step,tc_conf_ptp-oc_beg_006,ptp-oc,2024-11-08,43,1115.0,105.0,0,Initialization of TEE failed,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mfg_005_20241014-133320.log,ptp-tc_hirshman_ieee_untag_1step,1.2,Linux,ptp-tc_hirshman_ieee_untag_1step,tc_conf_ptp-tc_mfg_005,ptp-tc,2024-10-14,50,363.0,22.0,1,DUT does not transmit PDELAY_RESP message on    #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_dtmf_hvg_009_20241106-105209.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_009,dtmf,2024-11-06,31,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_009_20241205-122711.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_009,dtmf,2024-12-05,50,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_010_20241112-111157.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-12,11,46.0,105.0,0,Could not configure user details on DUT.        #,-1,Normal,No keywords,ABORT
tc_conf_dtmf_pvg_005_20241209-210454.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_pvg_005,dtmf,2024-12-09,48,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_beg_001_20250108-115608.log,Hirschmann,1.1,Linux,ptp_bc_sample,tc_conf_ptp-bc_beg_001,ptp-bc,2025-01-08,13,194.0,21.0,0,DUT does not transmit Announce message on port P1 1/11,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_pcg_009_20241012-174820.log,Hirscman_ptp-oc_default_profile,1.0,Linux,ptp_hirschman_oc_default,tc_conf_ptp-oc_pcg_009,ptp-oc,2024-10-12,49,1115.0,43.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mtg_001_20241017-175457.log,ptp-tc_hirshman_udp_unicast_untag_2step,1.2,Linux,ptp-tc_hirshman_udp_unicast_untag_2step,tc_conf_ptp-tc_mtg_001,ptp-tc,2024-10-17,50,363.0,91.0,0,DUT does not transmit pdelay request message on port 0/0,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_010_20241118-130041.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-18,41,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_pcg_006_20241104-161347.log,hirschmann_ieee_untag,1.1,Linux,ptp_oc_ieee_untag_1step,tc_conf_ptp-oc_pcg_006,ptp-oc,2024-11-04,19,1115.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mhg_005_20241021-133115.log,hirschman,1.1,Linux,ptp-oc_default_profile,tc_conf_ptp-oc_mhg_005,ptp-oc,2024-10-21,54,1115.0,40.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_017_20241107-125357.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_017,ptp-oc,2024-11-07,23,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_ptp-oc_mtg_010_20241101-173741.log,hirchmann_udp_def_mul_untag,1.1,Linux,ptp_oc_hir_udp_mul_untag_def,tc_conf_ptp-oc_mtg_010,ptp-oc,2024-11-01,29,1115.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_pvg_006_20241112-124257.log,Kamailio,1.1,Linux,dtmf_check_ss,tc_conf_dtmf_pvg_006,dtmf,2024-11-12,34,46.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mhg_010_20241014-123251.log,ptp-tc_hirshman_ieee_tag__2step,1.2,Linux,ptp-tc_hirschman_ieee_tag__2step,tc_conf_ptp-tc_mhg_010,ptp-tc,2024-10-14,26,363.0,68.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_010_20241104-110236.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-04,35,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mtg_019_20241012-164730.log,Hirscman_ptp-oc_default_profile,1.0,Linux,ptp_hirschman_oc_default,tc_conf_ptp-bc_mtg_019,ptp-oc,2024-10-12,17,1115.0,43.0,0,"Script Error - can't read ""::ptp_delay_req_interval"": no such variable",-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mhg_005_20241014-133703.log,ptp-tc_hirshman_ieee_untag_1step,1.2,Linux,ptp-tc_hirshman_ieee_untag_1step,tc_conf_ptp-tc_mhg_005,ptp-tc,2024-10-14,19,363.0,22.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ipv4_ihg_022_20240723-191958.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,ipv4,2024-07-23,52,36.0,45.0,0,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array",-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_beg_002_20241014-153205.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_beg_002,ptp-bc,2024-10-14,46,194.0,91.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_beg_012_20241016-150737.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_beg_012,ptp-bc,2024-10-16,16,194.0,103.0,0,This test case is only applicable for Telecom Profile ITU-T G.8275.1/Y.1369.1,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_mfg_016_20241015-181039.log,hirshman_udp_mul_untag,1.3,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_mfg_016,ptp-bc,2024-10-15,48,194.0,24.0,1,DUT does not transmit PDELAY_REQ message on     #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_ptp-oc_mfg_017_20241106-141941.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_017,ptp-oc,2024-11-06,50,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_dtmf_hvg_008_20241122-121343.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_008,dtmf,2024-11-22,48,46.0,105.0,0,DTMF RTP session packets are not received on TEE.,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_mtg_002_20241014-150357.log,hirshman_ieee_mul_untag_one_step,1.3,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_mtg_002,ptp-bc,2024-10-14,25,194.0,91.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_pcg_014_20241014-152512.log,hirshman_ieee_mul_untag_one_step,1.1,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_pcg_014,ptp-bc,2024-10-14,30,194.0,91.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_009_20241205-121537.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_009,dtmf,2024-12-05,32,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_011_20241021-131249.log,hirschman,1.1,Linux,ptp-oc_default_profile,tc_conf_ptp-oc_mfg_011,ptp-oc,2024-10-21,35,1115.0,40.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mhg_009_20241104-143222.log,hirschmann_ieee_tag,1.2,Linux,ptp_oc_ieee_tag_hirschmann,tc_conf_ptp-oc_mhg_009,ptp-oc,2024-11-04,44,1115.0,32.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_009_20241106-112350.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_009,dtmf,2024-11-06,59,46.0,105.0,1,"Marker bit is set as ""True"" for segments other than first segment.",5,Bit / Marker Configuration Error,"test, case, not, aborted, bit",FAIL
tc_conf_ptp-oc_pcg_011_20241105-132935.log,hirschmann_ieee_untag_slaveonly,1.1,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_pcg_011,ptp-oc,2024-11-05,56,1115.0,234.0,1,or test result may be in correct.,3,Test Result / Validation Issue,"test, result, may, correct",FAIL
tc_conf_ptp-bc_beg_008_20241015-163456.log,hirshman_ieee_mul_untag_two_step,1.1,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_beg_008,ptp-bc,2024-10-15,28,194.0,24.0,0,This test case is only applicable for Telecom Profile ITU-T G.8275.1/Y.1369.1,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mfg_006_20241017-173349.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-tc_mfg_006,ptp-tc,2024-10-17,59,363.0,103.0,1,DUT does not transmit PDELAY_RESP_FOLLOWUP      #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_ptp-oc_smg_012_20241104-162525.log,hirschmann_ieee_untag,1.2,Linux,ptp_oc_ieee_untag_1step,tc_conf_ptp-oc_smg_012,ptp-oc,2024-11-04,15,1115.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_pcg_011_20241015-162059.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_pcg_011,ptp-bc,2024-10-15,15,194.0,24.0,1,for command: ptp v2bc priority1 -1,9,PTP Command / Domain Configuration Error,"command, ptp, v2bc, v2tc, 256",FAIL
tc_conf_ptp-bc_smg_006_20241013-183343.log,hirshman_ieee_mul_untag_one_step,1.1,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_smg_006,ptp-bc,2024-10-13,16,194.0,91.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_008_20241104-141832.log,hirschmann_ieee_tag,1.2,Linux,ptp_oc_ieee_tag_hirschmann,tc_conf_ptp-oc_mfg_008,ptp-oc,2024-11-04,31,1115.0,32.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_beg_001_20241010-165422.log,hirschman_defalut_profile,1.1,Linux,ptp_bc_hirschman,tc_conf_ptp-bc_beg_001,ptp-bc,2024-10-10,55,194.0,2.0,0,DUT does not transmit Announce message on port  #,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_pcg_001_20241015-183616.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_pcg_001,ptp-tc,2024-10-15,14,363.0,18.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_010_20241105-171645.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-05,22,46.0,105.0,0,User registration could not be completed at TEE.#,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_012_20241122-150125.log,Kamailio,1.0,Linux,dtmf_check_ss,tc_conf_dtmf_hvg_012,dtmf,2024-11-22,59,46.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_012_20241021-190139.log,ptp-oc_default_ieee_multicast,1.1,Linux,ptp-oc_default_ieee_multicast,tc_conf_ptp-oc_mfg_012,ptp-oc,2024-10-21,14,1115.0,253.0,1,19:00:09.586 CLI: Stopping PTP: Failed,2,CLI / Command Execution Failure,"ptp, failed, cli, stopping, aborted",FAIL
tc_conf_dtmf_pvg_005_20241112-174802.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_pvg_005,dtmf,2024-11-12,55,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mhg_004_20241017-153332.log,ptp-tc_hirshman_udp_unicast_untag_2step,1.2,Linux,ptp-tc_hirshman_udp_unicast_untag_2step,tc_conf_ptp-tc_mhg_004,ptp-tc,2024-10-17,23,363.0,91.0,1,DUT does not transmit PDELAY_REQ message on     #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_dtmf_pvg_005_20241118-132219.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_pvg_005,dtmf,2024-11-18,24,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_sctp_dfg_001_20241202-163135.log,Kamailio,1.3,Linux,sctp_kamailio_3,tc_conf_sctp_dfg_001,sctp,2024-12-02,32,41.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mhg_004_20241030-141839.log,Hirschmann,1.2,Linux,Ptp-oc_telecom_js,tc_conf_ptp-oc_mhg_004,ptp-oc,2024-10-30,42,1115.0,21.0,0,This test case is only applicable for Default Profile,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_008_20241121-174258.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_008,dtmf,2024-11-21,40,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_dtmf_pvg_009_20241205-134134.log,Asterisk,1.0,Linux,dtmf_check_pbx,tc_conf_dtmf_pvg_009,dtmf,2024-12-05,49,46.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mtg_002_20241016-191814.log,ptp-tc_hirschman_iec_tag_2step,1.1,Linux,ptp-tc_hirschman_iec_tag_2step,tc_conf_ptp-tc_mtg_002,ptp-tc,2024-10-16,50,363.0,14.0,0,DUT does not transmit PDELAY_REQ message on     #,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_pcg_015_20241104-161851.log,hirschmann_ieee_untag,1.1,Linux,ptp_oc_ieee_untag_1step,tc_conf_ptp-oc_pcg_015,ptp-oc,2024-11-04,35,1115.0,105.0,1,DUT transmits SYNC message with Sync Interval set as -2,7,DUT Port / State Mismatch,"dut, not, does, port, message",FAIL
tc_conf_ptp-tc_pcg_001_20241015-183616.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_pcg_001,ptp-tc,2024-10-15,52,363.0,18.0,1,for command: ptp v2tc primary-domain -1,9,PTP Command / Domain Configuration Error,"command, ptp, v2bc, v2tc, 256",FAIL
tc_conf_ipv4_ihg_022_20240725-104351.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,ipv4,2024-07-25,10,36.0,45.0,0,Could not start FTP server at TEE-Linux.,-1,Normal,No keywords,ABORT
tc_conf_udp_hvg_003_20240930-162411.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,udp,2024-09-30,25,81.0,105.0,1,DUT has not sent the SIP packets with expected UDP  header fields in call establishment phase.,8,Announce / SIP Transmission Error,"dut, not, announce, does, port",FAIL
tc_conf_dtmf_dtg_002_20241028-122156.log,Asterisk,1.0,Linux,udp_check_pbx,tc_conf_dtmf_dtg_002,dtmf,2024-10-28,42,46.0,31.0,0,Dependency packages are not installed at TEE.,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_pcg_015_20241021-183356.log,ptp-oc_default_ieee_multicast,1.0,Linux,ptp-oc_default_ieee_multicast,tc_conf_ptp-oc_pcg_015,ptp-oc,2024-10-21,27,1115.0,253.0,1,18:06:36.199 # TEST CASE FAILED :DUT does not transmit Announce message on port P1 wri1,7,DUT Port / State Mismatch,"dut, not, does, port, message",FAIL
tc_conf_ptp-oc_mhg_015_20241021-132103.log,hirschman,1.1,Linux,ptp-oc_default_profile,tc_conf_ptp-oc_mhg_015,ptp-oc,2024-10-21,46,1115.0,40.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mtg_018_20241108-102759.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mtg_018,ptp-oc,2024-11-08,47,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_udp_hvg_003_20240930-133858.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,udp,2024-09-30,32,81.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_beg_004_20250108-135559.log,Hirschmann,1.3,Linux,ptp_bc_sample,tc_conf_ptp-bc_beg_004,ptp-bc,2025-01-08,60,194.0,21.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_015_20241101-171757.log,hirchmann_udp_def_mul_untag,1.2,Linux,ptp_oc_hir_udp_mul_untag_def,tc_conf_ptp-oc_mfg_015,ptp-oc,2024-11-01,20,1115.0,46.0,0,This test case is only applicable for transport type IEEE 802.3,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mfg_002_20241015-183841.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mfg_002,ptp-tc,2024-10-15,27,363.0,18.0,1,DUT does not transmit PDELAY_REQ message on     #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_ptp-bc_mtg_015_20241015-171047.log,hirshman_udp_mul_untag,1.3,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_mtg_015,ptp-bc,2024-10-15,11,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_udp_hvg_002_20241022-150601.log,Asterisk,1.3,Linux,udp_check_pbx,tc_conf_udp_hvg_002,udp,2024-10-22,24,81.0,31.0,0,Could not start the SIP User Agent Server on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_ipv4_ihg_022_20240723-193758.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,ipv4,2024-07-23,18,36.0,45.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_pcg_012_20241105-144904.log,hirchmann_udp_def_mul_untag,1.1,Linux,ptp_oc_hir_udp_mul_untag_def,tc_conf_ptp-oc_pcg_012,ptp-oc,2024-11-05,53,1115.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_pvg_005_20241118-131634.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_pvg_005,dtmf,2024-11-18,19,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_sctp_dfg_001_20241121-173520.log,Kamailio,1.3,Linux,sctp_kamailio_2,tc_conf_sctp_dfg_001,sctp,2024-11-21,55,41.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_pvg_009_20241205-211720.log,Asterisk,1.1,Linux,dtmf_check_pbx,tc_conf_dtmf_pvg_009,dtmf,2024-12-05,40,46.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_sctp_hvg_002_20241202-172943.log,Kamailio,1.1,Linux,sctp_kamailio_3,tc_conf_sctp_hvg_002,sctp,2024-12-02,15,41.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_udp_hvg_002_20250617-152444.log,Test,1.3,Linux,test_manual,tc_conf_udp_hvg_002,udp,2025-06-17,58,81.0,2.0,1,DUT has not sent the SIP packets with expected  #,8,Announce / SIP Transmission Error,"dut, not, announce, does, port",FAIL
tc_conf_ptp-tc_mhg_011_20241014-125401.log,ptp-tc_hirshman_ieee_tag__2step,1.1,Linux,ptp-tc_hirschman_ieee_tag__2step,tc_conf_ptp-tc_mhg_011,ptp-tc,2024-10-14,50,363.0,68.0,0,DUT does not transmit PDELAY_REQ message on     #,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_010_20241105-110634.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-05,44,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_mhg_012_20241015-153911.log,hirshman_ieee_mul_untag_one_step,1.1,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_mhg_012,ptp-bc,2024-10-15,49,194.0,91.0,0,This test case is only applicable for Unicast Mode,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_pcg_007_20241104-161420.log,hirschmann_ieee_untag,1.1,Linux,ptp_oc_ieee_untag_1step,tc_conf_ptp-oc_pcg_007,ptp-oc,2024-11-04,33,1115.0,105.0,1,DUT transmits SYNC messages with two step flag as TRUE when configured as one-step clock,7,DUT Port / State Mismatch,"dut, not, does, port, message",FAIL
tc_conf_ptp-oc_smg_007_20241101-175344.log,hirchmann_udp_def_mul_untag,1.3,Linux,ptp_oc_hir_udp_mul_untag_def,tc_conf_ptp-oc_smg_007,ptp-oc,2024-11-01,11,1115.0,46.0,0,This test case is only applicable for Slave Only Ordinary Clock,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_pcg_006_20241015-172405.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_pcg_006,ptp-bc,2024-10-15,23,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mtg_005_20241104-144026.log,hirschmann_ieee_tag,1.2,Linux,ptp_oc_ieee_tag_hirschmann,tc_conf_ptp-oc_mtg_005,ptp-oc,2024-11-04,53,1115.0,32.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_rtp_hvg_017_20240906-142102.log,kamailio,1.2,Linux,rtp_sbc,tc_conf_rtp_hvg_017,rtp,2024-09-06,49,2.0,0.0,0,Testcase Stopped By User,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_smg_017_20241013-172655.log,hirshman_ieee_mul_untag_one_step,1.3,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_smg_017,ptp-bc,2024-10-13,58,194.0,91.0,0,DUT PTP port P1 is not in FAULTY state. .       #,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mtg_009_20241105-120242.log,hirschmann_ieee_untag_slaveonly,1.3,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_mtg_009,ptp-oc,2024-11-05,25,1115.0,234.0,1,or test result may be in correct.,3,Test Result / Validation Issue,"test, result, may, correct",FAIL
tc_conf_ptp-oc_mfg_018_20241107-134444.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_018,ptp-oc,2024-11-07,31,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_ptp-tc_mfg_005_20241013-160759.log,ptp-tc_hirshman_ieee_untag_1step,1.2,Linux,ptp-tc_hirshman_ieee_untag_1step,tc_conf_ptp-tc_mfg_005,ptp-tc,2024-10-13,20,363.0,22.0,1,DUT does not transmit PDELAY_RESP message on    #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_dtmf_hvg_010_20241112-103514.log,Kamailio,1.1,Linux,dtmf_check_ss,tc_conf_dtmf_hvg_010,dtmf,2024-11-12,51,46.0,46.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
