filename,dut,dut_version,os_version,config,test_case_id,line_number,timestamp,run_date,status,error_msg,suite,raw_line,failure_freq_suite,failure_freq_dut,execution_duration,time_since_last_failure,recent_failure_flag,config_hash,cluster,root_cause_label,keywords
tc_conf_ptp-bc_pcg_014_20241015-162300.log,hirshman_ieee_mul_untag_two_step,1.1,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_pcg_014,1154,2024-10-15 16:23:43.544,2024-10-15,FAIL,for command: ptp v2bc announce-interval 0.5,ptp-bc,16:23:43.544 CLI ERROR: Configuration failed for command: ptp v2bc announce-interval 0.5,194.0,24.0,31,0.0,1,7053444,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ptp-bc_pcg_014_20241015-162300.log,hirshman_ieee_mul_untag_two_step,1.1,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_pcg_014,1609,2024-10-15 16:23:59.279,2024-10-15,FAIL,for command: ptp v2bc announce-interval 32,ptp-bc,16:23:59.279 CLI ERROR: Configuration failed for command: ptp v2bc announce-interval 32,194.0,24.0,34,15.735,1,7053444,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ptp-bc_pcg_014_20241015-174034.log,hirshman_udp_mul_untag,1.1,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_pcg_014,1532,2024-10-15 17:41:18.579,2024-10-15,FAIL,for command: ptp v2bc announce-interval 0.5,ptp-bc,17:41:18.579 CLI ERROR: Configuration failed for command: ptp v2bc announce-interval 0.5,194.0,24.0,33,0.0,1,51672225,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ptp-bc_pcg_014_20241015-174034.log,hirshman_udp_mul_untag,1.1,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_pcg_014,2155,2024-10-15 17:41:34.352,2024-10-15,FAIL,for command: ptp v2bc announce-interval 32,ptp-bc,17:41:34.352 CLI ERROR: Configuration failed for command: ptp v2bc announce-interval 32,194.0,24.0,17,15.773,1,51672225,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ptp-bc_pcg_015_20241015-152028.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_pcg_015,1160,2024-10-15 15:20:57.504,2024-10-15,FAIL,DUT does not transmit SYNC message on port P1 1/5,ptp-bc,15:20:57.504 # TEST CASE FAILED :DUT does not transmit SYNC message on port P1 1/5,194.0,91.0,14,86027.56,1,19183126,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_pcg_015_20241015-152028.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_pcg_015,1225,2024-10-15 15:21:00.358,2024-10-15,FAIL,DUT does not transmit SYNC message on port P1 1/##                5                                               #,ptp-bc,15:21:00.358 # Result: FAILED  DUT does not transmit SYNC message on port P1 1/##                5                                               #,194.0,91.0,49,2.854,1,19183126,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_pcg_015_20241015-162426.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_pcg_015,1204,2024-10-15 16:24:54.942,2024-10-15,FAIL,DUT does not transmit SYNC message on port P1 1/5,ptp-bc,16:24:54.942 # TEST CASE FAILED :DUT does not transmit SYNC message on port P1 1/5,194.0,24.0,49,0.0,1,7053444,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_pcg_015_20241015-162426.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_pcg_015,1269,2024-10-15 16:24:57.791,2024-10-15,FAIL,DUT does not transmit SYNC message on port P1 1/##                5                                               #,ptp-bc,16:24:57.791 # Result: FAILED  DUT does not transmit SYNC message on port P1 1/##                5                                               #,194.0,24.0,44,2.849,1,7053444,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_pcg_015_20241015-174201.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_pcg_015,1478,2024-10-15 17:42:33.024,2024-10-15,FAIL,DUT does not transmit SYNC message on port P1 1/5,ptp-bc,17:42:33.024 # TEST CASE FAILED :DUT does not transmit SYNC message on port P1 1/5,194.0,24.0,27,0.0,1,51672225,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_pcg_015_20241015-174201.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_pcg_015,1561,2024-10-15 17:42:36.390,2024-10-15,FAIL,DUT does not transmit SYNC message on port P1 1/##                5                                               #,ptp-bc,17:42:36.390 # Result: FAILED  DUT does not transmit SYNC message on port P1 1/##                5                                               #,194.0,24.0,48,3.366,1,51672225,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_015_20241015-151042.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_smg_015,1467,2024-10-15 15:11:28.038,2024-10-15,FAIL,DUT Port P1 in SLAVE state does not move to FAULTY state when a fault is detected.,ptp-bc,15:11:28.038 # TEST CASE FAILED :DUT Port P1 in SLAVE state does not move to FAULTY state when a fault is detected.,194.0,91.0,25,86086.537,1,19183126,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_015_20241015-151042.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_smg_015,1516,2024-10-15 15:11:30.373,2024-10-15,FAIL,DUT Port P1 in SLAVE state does not move to     #,ptp-bc,15:11:30.373 # Result: FAILED  DUT Port P1 in SLAVE state does not move to     #,194.0,91.0,16,2.335,1,19183126,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_015_20241015-161338.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_smg_015,1490,2024-10-15 16:14:24.455,2024-10-15,FAIL,DUT Port P1 in SLAVE state does not move to FAULTY state when a fault is detected.,ptp-bc,16:14:24.455 # TEST CASE FAILED :DUT Port P1 in SLAVE state does not move to FAULTY state when a fault is detected.,194.0,24.0,26,0.0,1,7053444,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_015_20241015-161338.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_smg_015,1539,2024-10-15 16:14:26.791,2024-10-15,FAIL,DUT Port P1 in SLAVE state does not move to     #,ptp-bc,16:14:26.791 # Result: FAILED  DUT Port P1 in SLAVE state does not move to     #,194.0,24.0,14,2.336,1,7053444,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_015_20241015-173105.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_smg_015,1733,2024-10-15 17:31:52.991,2024-10-15,FAIL,DUT Port P1 in SLAVE state does not move to FAULTY state when a fault is detected.,ptp-bc,17:31:52.991 # TEST CASE FAILED :DUT Port P1 in SLAVE state does not move to FAULTY state when a fault is detected.,194.0,24.0,54,0.0,1,51672225,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_015_20241015-173105.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_smg_015,1800,2024-10-15 17:31:55.839,2024-10-15,FAIL,DUT Port P1 in SLAVE state does not move to     #,ptp-bc,17:31:55.839 # Result: FAILED  DUT Port P1 in SLAVE state does not move to     #,194.0,24.0,42,2.848,1,51672225,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_016_20241015-151138.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_smg_016,1280,2024-10-15 15:12:12.577,2024-10-15,FAIL,DUT Port P1 in MASTER state does not move to FAULTY state when a fault is detected.,ptp-bc,15:12:12.577 # TEST CASE FAILED :DUT Port P1 in MASTER state does not move to FAULTY state when a fault is detected.,194.0,91.0,38,86085.576,1,19183126,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_016_20241015-151138.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_smg_016,1329,2024-10-15 15:12:14.914,2024-10-15,FAIL,DUT Port P1 in MASTER state does not move to    #,ptp-bc,15:12:14.914 # Result: FAILED  DUT Port P1 in MASTER state does not move to    #,194.0,91.0,41,2.337,1,19183126,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_016_20241015-161439.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_smg_016,1284,2024-10-15 16:15:16.013,2024-10-15,FAIL,DUT Port P1 in MASTER state does not move to FAULTY state when a fault is detected.,ptp-bc,16:15:16.013 # TEST CASE FAILED :DUT Port P1 in MASTER state does not move to FAULTY state when a fault is detected.,194.0,24.0,26,0.0,1,7053444,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_016_20241015-161439.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_smg_016,1333,2024-10-15 16:15:18.350,2024-10-15,FAIL,DUT Port P1 in MASTER state does not move to    #,ptp-bc,16:15:18.350 # Result: FAILED  DUT Port P1 in MASTER state does not move to    #,194.0,24.0,36,2.337,1,7053444,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_016_20241015-173203.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_smg_016,1501,2024-10-15 17:32:40.608,2024-10-15,FAIL,DUT Port P1 in MASTER state does not move to FAULTY state when a fault is detected.,ptp-bc,17:32:40.608 # TEST CASE FAILED :DUT Port P1 in MASTER state does not move to FAULTY state when a fault is detected.,194.0,24.0,48,0.0,1,51672225,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-bc_smg_016_20241015-173203.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_smg_016,1568,2024-10-15 17:32:43.456,2024-10-15,FAIL,DUT Port P1 in MASTER state does not move to    #,ptp-bc,17:32:43.456 # Result: FAILED  DUT Port P1 in MASTER state does not move to    #,194.0,24.0,27,2.848,1,51672225,7,DUT Port / State Mismatch,"dut, not, does, port, message"
tc_conf_ptp-tc_mfg_002_20241015-183841.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mfg_002,673,2024-10-15 18:39:14.476,2024-10-15,FAIL,DUT does not transmit PDELAY_REQ message on port P1 1/5 with expected parameters,ptp-tc,18:39:14.476 # TEST CASE FAILED :DUT does not transmit PDELAY_REQ message on port P1 1/5 with expected parameters,363.0,18.0,46,181321.662,1,5028889,0,Interface / Port Mismatch,"does, not, transmit, message, port"
tc_conf_ptp-tc_mfg_002_20241015-183841.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mfg_002,807,2024-10-15 18:39:16.817,2024-10-15,FAIL,DUT does not transmit PDELAY_REQ message on     #,ptp-tc,18:39:16.817 # Result: FAILED  DUT does not transmit PDELAY_REQ message on     #,363.0,18.0,50,2.341,1,5028889,4,PTP Transmission / PDELAY_RESP Failure,"dut, #, does, not, transmit"
tc_conf_ptp-tc_mfg_003_20241015-183925.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mfg_003,901,2024-10-15 18:40:00.089,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP message on port P1 1/5 with expected parameters,ptp-tc,18:40:00.089 # TEST CASE FAILED :DUT does not transmit PDELAY_RESP message on port P1 1/5 with expected parameters,363.0,18.0,52,0.0,1,5028889,0,Interface / Port Mismatch,"does, not, transmit, message, port"
tc_conf_ptp-tc_mfg_003_20241015-183925.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mfg_003,1043,2024-10-15 18:40:02.435,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP message on    #,ptp-tc,18:40:02.435 # Result: FAILED  DUT does not transmit PDELAY_RESP message on    #,363.0,18.0,43,2.346,1,5028889,4,PTP Transmission / PDELAY_RESP Failure,"dut, #, does, not, transmit"
tc_conf_ptp-tc_mfg_004_20241015-184010.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mfg_004,914,2024-10-15 18:40:45.926,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP_FOLLOWUP message on port P1 1/5 with expected parameters,ptp-tc,18:40:45.926 # TEST CASE FAILED :DUT does not transmit PDELAY_RESP_FOLLOWUP message on port P1 1/5 with expected parameters,363.0,18.0,47,0.0,1,5028889,0,Interface / Port Mismatch,"does, not, transmit, message, port"
tc_conf_ptp-tc_mfg_004_20241015-184010.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mfg_004,1058,2024-10-15 18:40:48.272,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP_FOLLOWUP      #,ptp-tc,18:40:48.272 # Result: FAILED  DUT does not transmit PDELAY_RESP_FOLLOWUP      #,363.0,18.0,48,2.346,1,5028889,4,PTP Transmission / PDELAY_RESP Failure,"dut, #, does, not, transmit"
tc_conf_ptp-tc_mtg_001_20241015-134038.log,Hirschman_udp_mul_2step_untag_tc,1.2,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mtg_001,448,2024-10-15 13:40:53.581,2024-10-15,FAIL,for command: ip address 192.168.7.5 255.255.255.0,ptp-tc,13:40:53.581 CLI ERROR: Configuration failed for command: ip address 192.168.7.5 255.255.255.0,363.0,18.0,60,0.0,1,5028889,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ptp-tc_mtg_001_20241015-134038.log,Hirschman_udp_mul_2step_untag_tc,1.2,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mtg_001,456,2024-10-15 13:40:53.891,2024-10-15,FAIL,13:52:12.833 # Result: ABORTED  Unicast Pre Requisite Failed - Unable to        #,ptp-tc,13:40:53.891 .     Error:  Initialization of DUT for TestSetup 2 is failed,363.0,18.0,28,0.31,1,5028889,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ptp-tc_mtg_005_20241015-183441.log,Hirschman_udp_mul_2step_untag_tc,1.2,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mtg_005,690,2024-10-15 18:35:16.488,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP message on port P1 1/5,ptp-tc,18:35:16.488 # TEST CASE FAILED :DUT does not transmit PDELAY_RESP message on port P1 1/5,363.0,18.0,56,0.0,1,5028889,0,Interface / Port Mismatch,"does, not, transmit, message, port"
tc_conf_ptp-tc_mtg_005_20241015-183441.log,Hirschman_udp_mul_2step_untag_tc,1.2,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mtg_005,749,2024-10-15 18:35:18.824,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP message on    #,ptp-tc,18:35:18.824 # Result: FAILED  DUT does not transmit PDELAY_RESP message on    #,363.0,18.0,17,2.336,1,5028889,4,PTP Transmission / PDELAY_RESP Failure,"dut, #, does, not, transmit"
tc_conf_ptp-tc_mtg_006_20241015-183526.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mtg_006,628,2024-10-15 18:36:01.583,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP message on port P1 1/5,ptp-tc,18:36:01.583 # TEST CASE FAILED :DUT does not transmit PDELAY_RESP message on port P1 1/5,363.0,18.0,54,0.0,1,5028889,0,Interface / Port Mismatch,"does, not, transmit, message, port"
tc_conf_ptp-tc_mtg_006_20241015-183526.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mtg_006,686,2024-10-15 18:36:03.918,2024-10-15,FAIL,DUT does not transmit PDELAY_RESP message on    #,ptp-tc,18:36:03.918 # Result: FAILED  DUT does not transmit PDELAY_RESP message on    #,363.0,18.0,60,2.335,1,5028889,4,PTP Transmission / PDELAY_RESP Failure,"dut, #, does, not, transmit"
tc_conf_ptp-tc_pcg_001_20241015-183616.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_pcg_001,727,2024-10-15 18:36:48.786,2024-10-15,FAIL,for command: ptp v2tc primary-domain -1,ptp-tc,18:36:48.786 CLI ERROR: Configuration failed for command: ptp v2tc primary-domain -1,363.0,18.0,56,0.0,1,5028889,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ptp-tc_pcg_001_20241015-183616.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_pcg_001,818,2024-10-15 18:36:49.987,2024-10-15,FAIL,for command: ptp v2tc primary-domain 256,ptp-tc,18:36:49.987 CLI ERROR: Configuration failed for command: ptp v2tc primary-domain 256,363.0,18.0,36,1.201,1,5028889,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ptp-tc_pcg_004_20241015-183748.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_pcg_004,507,2024-10-15 18:38:14.976,2024-10-15,FAIL,DUT transmits PDELAY REQ messages with two step flag as false when configured as two-step clock,ptp-tc,18:38:14.976 # TEST CASE FAILED :DUT transmits PDELAY REQ messages with two step flag as false when configured as two-step clock,363.0,18.0,31,0.0,1,5028889,4,PTP Transmission / PDELAY_RESP Failure,"dut, #, does, not, transmit"
tc_conf_ptp-tc_pcg_004_20241015-183748.log,Hirschman_udp_mul_2step_untag_tc,1.1,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_pcg_004,566,2024-10-15 18:38:17.322,2024-10-15,FAIL,DUT transmits PDELAY REQ messages with two step #,ptp-tc,18:38:17.322 # Result: FAILED  DUT transmits PDELAY REQ messages with two step #,363.0,18.0,25,2.346,1,5028889,4,PTP Transmission / PDELAY_RESP Failure,"dut, #, does, not, transmit"
tc_conf_tcp_hvg_003_20241015-154522.log,Dinstar,1.3,Linux,tcp_check_mgw,tc_conf_tcp_hvg_003,648,2024-10-15 15:45:57.598,2024-10-15,FAIL,DUT has not sent the expected TCP SIP packets during registration phase.,tcp,15:45:57.598 # TEST CASE FAILED :DUT has not sent the expected TCP SIP packets during registration phase.,12.0,105.0,30,528940.476,1,74759169,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_tcp_hvg_003_20241015-154522.log,Dinstar,1.3,Linux,tcp_check_mgw,tc_conf_tcp_hvg_003,661,2024-10-15 15:45:58.600,2024-10-15,FAIL,DUT has not sent the expected TCP SIP packets   #,tcp,15:45:58.600 # Result: FAILED  DUT has not sent the expected TCP SIP packets   #,12.0,105.0,17,1.002,1,74759169,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_mfg_008_20241016-150402.log,ptp-tc_hirschman_pp2_tag_2step,1.3,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_mfg_008,303,2024-10-16 15:04:29.617,2024-10-16,FAIL,DUT does not transmit ANNOUNCE message on port P1 1/5 with expected parameters,ptp-bc,15:04:29.617 # TEST CASE FAILED :DUT does not transmit ANNOUNCE message on port P1 1/5 with expected parameters,194.0,103.0,39,0.0,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_mfg_008_20241016-150402.log,ptp-tc_hirschman_pp2_tag_2step,1.3,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_mfg_008,376,2024-10-16 15:04:30.627,2024-10-16,FAIL,DUT does not transmit ANNOUNCE message on port  #,ptp-bc,15:04:30.627 # Result: FAILED  DUT does not transmit ANNOUNCE message on port  #,194.0,103.0,35,1.01,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_001_20241016-142800.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_001,236,2024-10-16 14:28:26.756,2024-10-16,FAIL,DUT does not transmit Announce message on port P1 1/5,ptp-bc,14:28:26.756 # TEST CASE FAILED :DUT does not transmit Announce message on port P1 1/5,194.0,103.0,39,0.0,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_001_20241016-142800.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_001,257,2024-10-16 14:28:27.761,2024-10-16,FAIL,DUT does not transmit Announce message on port  #,ptp-bc,14:28:27.761 # Result: FAILED  DUT does not transmit Announce message on port  #,194.0,103.0,16,1.005,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_001_20241016-144317.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_001,236,2024-10-16 14:43:43.420,2024-10-16,FAIL,DUT does not transmit Announce message on port P1 1/5,ptp-bc,14:43:43.420 # TEST CASE FAILED :DUT does not transmit Announce message on port P1 1/5,194.0,103.0,21,915.659,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_001_20241016-144317.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_001,257,2024-10-16 14:43:44.426,2024-10-16,FAIL,DUT does not transmit Announce message on port  #,ptp-bc,14:43:44.426 # Result: FAILED  DUT does not transmit Announce message on port  #,194.0,103.0,22,1.006,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_002_20241016-142835.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_002,277,2024-10-16 14:28:56.685,2024-10-16,FAIL,DUT does not transmit Announce message on port P1 1/5,ptp-bc,14:28:56.685 # TEST CASE FAILED :DUT does not transmit Announce message on port P1 1/5,194.0,103.0,37,0.0,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_002_20241016-142835.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_002,299,2024-10-16 14:28:57.690,2024-10-16,FAIL,DUT does not transmit Announce message on port  #,ptp-bc,14:28:57.690 # Result: FAILED  DUT does not transmit Announce message on port  #,194.0,103.0,60,1.005,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_002_20241016-144352.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_002,277,2024-10-16 14:44:14.998,2024-10-16,FAIL,DUT does not transmit Announce message on port P1 1/5,ptp-bc,14:44:14.998 # TEST CASE FAILED :DUT does not transmit Announce message on port P1 1/5,194.0,103.0,34,917.308,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_002_20241016-144352.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_002,299,2024-10-16 14:44:16.003,2024-10-16,FAIL,DUT does not transmit Announce message on port  #,ptp-bc,14:44:16.003 # Result: FAILED  DUT does not transmit Announce message on port  #,194.0,103.0,31,1.005,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_011_20241016-145912.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_011,283,2024-10-16 14:59:33.503,2024-10-16,FAIL,DUT does not transmit Announce message on port P1 1/5,ptp-bc,14:59:33.503 # TEST CASE FAILED :DUT does not transmit Announce message on port P1 1/5,194.0,103.0,27,0.0,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_011_20241016-145912.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_011,305,2024-10-16 14:59:34.508,2024-10-16,FAIL,DUT does not transmit Announce message on port  #,ptp-bc,14:59:34.508 # Result: FAILED  DUT does not transmit Announce message on port  #,194.0,103.0,42,1.005,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_012_20241016-145942.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_012,283,2024-10-16 15:00:03.295,2024-10-16,FAIL,DUT does not transmit Announce message on port P1 1/5,ptp-bc,15:00:03.295 # TEST CASE FAILED :DUT does not transmit Announce message on port P1 1/5,194.0,103.0,53,0.0,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_012_20241016-145942.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_012,305,2024-10-16 15:00:04.300,2024-10-16,FAIL,DUT does not transmit Announce message on port  #,ptp-bc,15:00:04.300 # Result: FAILED  DUT does not transmit Announce message on port  #,194.0,103.0,23,1.005,1,36053023,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_ptp-bc_pcg_013_20241016-150011.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_pcg_013,147,2024-10-16 15:00:13.480,2024-10-16,FAIL,or test result may be in correct.,ptp-bc,15:00:13.480 ? Test execution may FAIL or test result may be in correct.,194.0,103.0,22,0.0,1,36053023,3,Test Result / Validation Issue,"or, test, result, may, be"
